bg,NA,NA.1,selected,deltalnL,p,q,sig,sigS1,summary,delCS2,pCS2,qCS2,sig2
BG10484,18):,0,1,13.8153230000007,0,0,C,S,CS,4.09999993280508e-05,0.9928,0.584046995483837,NA
BG10485,18):,0,1,12.4237190000001,0,0,C,S,CS,0.603888999999981,0.2718,0.302165169392455,NA
BG10490,18):,0,1,17.6757269999998,0,0,C,S,CS,0.096295999999711,0.6608,0.475164654140201,NA
BG10494,18):,0,1,0.00367099999994025,0.9317,0.496829714707087,,,,NA,NA,NA,NA
BG10508,18):,0,1,1.95748300000014,0.0479,0.0657350507015767,,,,NA,NA,NA,NA
BG10510,18):,0,1,0.00466300000061892,0.9231,0.495684063544067,,,,NA,NA,NA,NA
BG10511,18):,0,1,0.0466630000000805,0.76,0.445456660377576,,,,NA,NA,NA,NA
BG10512,18):,0,1,0.154174999999668,0.5787,0.372785114889315,,,,NA,NA,NA,NA
BG10518,18):,0,1,0.270628000000215,0.4619,0.321116588555670,,,,NA,NA,NA,NA
BG10519,18):,0,1,1.04570199999989,0.1481,0.148967490383134,,,,NA,NA,NA,NA
BG10520,18):,0,1,0.71375800000078,0.2322,0.205560207686367,,,,NA,NA,NA,NA
BG10522,18):,0,1,0.281167999999980,0.4533,0.315708828998341,,,,NA,NA,NA,NA
BG10523,18):,0,1,12.4828490000000,0,0,C,S,CS,0.932529000000159,0.172,0.233607778438903,NA
BG10524,18):,0,1,0.0102209999995466,0.8863,0.487445835621756,,,,NA,NA,NA,NA
BG10525,18):,0,1,0.594951000000037,0.2753,0.227113570822525,,,,NA,NA,NA,NA
BG10529,18):,0,1,2.38580499999989,0.0289,0.0457298427144656,C,S,CS,0.544891000000007,0.2965,0.316195472375378,NA
BG10530,18):,0,1,0.0461699999996199,0.7612,0.445456660377576,,,,NA,NA,NA,NA
BG10532,18):,0,1,0.296605999999883,0.4412,0.310639860080905,,,,NA,NA,NA,NA
BG10534,18):,0,1,0.397546000000148,0.3726,0.280450282773982,,S,S,1.13553499999989,0.1318,0.194614642278725,NA
BG10540,18):,0,1,5.97123899999951,5e-04,0.00199186247758108,C,S,CS,0.123147000000245,0.6197,0.460325219562427,NA
BG10541,18):,0,1,0.176706999999624,0.5522,0.36070287365325,,,,NA,NA,NA,NA
BG10543,18):,0,1,0.125038000000131,0.617,0.391214304916155,,,,NA,NA,NA,NA
BG10553,18):,0,1,0.398145999999997,0.3722,0.280450282773982,,,,NA,NA,NA,NA
BG10569,18):,0,1,0.324991999999838,0.4201,0.303920613807492,,,,NA,NA,NA,NA
BG10571,18):,0,1,7.54862700000012,1e-04,0.000513157790834448,C,S,CS,0.112668999999187,0.635,0.464057949673078,NA
BG10572,18):,0,1,12.7411159999992,0,0,C,S,CS,2.61245899999994,0.0223,0.06485812387525,NA
BG10583,18):,0,1,0.343029999999999,0.4075,0.298009569713459,,,,NA,NA,NA,NA
BG10584,18):,0,1,5.31298000000061,0.0011,0.00374201580057929,C,S,CS,0.0768859999989218,0.695,0.486897669823855,NA
BG10585,18):,0,1,5.40000000910368e-05,0.9917,0.51404978110902,,,,NA,NA,NA,NA
BG10590,18):,0,1,0.320427999999993,0.4234,0.304851117948133,,,,NA,NA,NA,NA
BG10591,18):,0,1,0.153100999999879,0.58,0.373225496330601,,,,NA,NA,NA,NA
BG10603,18):,0,1,2.05436899999995,0.0427,0.0609810576626992,,,,NA,NA,NA,NA
BG10605,18):,0,1,0.160648999999921,0.5708,0.368480118411298,,,,NA,NA,NA,NA
BG10608,18):,0,1,0.00361900000007154,0.9322,0.496829714707087,,,,NA,NA,NA,NA
BG10633,18):,0,1,0.255353000000014,0.4748,0.327453116770012,,,,NA,NA,NA,NA
BG10638,18):,0,1,0.0271670000001905,0.8157,0.463346825310242,,,,NA,NA,NA,NA
BG10639,18):,0,1,3.27752199999941,0.0105,0.0221533973116335,C,S,CS,4.53492900000037,0.0026,0.0170410610090457,CS2
BG10643,18):,0,1,2.52860499999997,0.0245,0.0409817451188505,C,,C,0.374741999999969,0.3866,0.378820827488442,NA
BG10644,18):,0,1,0.221927999999934,0.5053,0.340726487100448,,,,NA,NA,NA,NA
BG10647,18):,0,1,1.42643299999963,0.0912,0.103804490260225,,,,NA,NA,NA,NA
BG10655,18):,0,1,6.33223499999986,4e-04,0.00167041708464731,C,S,CS,3.45857499999966,0.0085,0.0339923463135419,CS2
BG10662,18):,0,1,3.88242100000025,0.0053,0.0127352731106295,C,S,CS,0.0615130000005593,0.7258,0.494526950624044,NA
BG10663,18):,0,1,0.511037000000215,0.312,0.245037836930753,,,,NA,NA,NA,NA
BG10664,18):,0,1,0.813200999999935,0.2022,0.186358289591988,,S,S,0.58305399999972,0.2802,0.308144957978014,NA
BG10665,18):,0,1,1.00418699999955,0.1564,0.154493142926719,,,,NA,NA,NA,NA
BG10670,18):,0,1,0.460186999998768,0.3374,0.259599158297967,,,,NA,NA,NA,NA
BG10672,18):,0,1,0.296776999999565,0.441,0.310639860080905,,,,NA,NA,NA,NA
BG10674,18):,0,1,0.0136640000000625,0.8687,0.48220087684585,,,,NA,NA,NA,NA
BG10675,18):,0,1,1.63071199999922,0.0709,0.087795106537406,,,,NA,NA,NA,NA
BG10676,18):,0,1,1.47364800000105,0.086,0.100144716565153,,,,NA,NA,NA,NA
BG10678,18):,0,1,0.0734979999997449,0.7014,0.424533748628358,,,,NA,NA,NA,NA
BG10680,18):,0,1,0.0987860000000182,0.6567,0.406178805990152,,,,NA,NA,NA,NA
BG10694,18):,0,1,1.37608400000045,0.0971,0.108281019075929,,S,S,2.16181900000083,0.0376,0.0884873933304024,NA
BG10700,18):,0,1,1.95144100000016,0.0482,0.0657350507015767,,S,S,2.59408299999996,0.0227,0.0653612833115917,NA
BG10701,18):,0,1,0.659778999999617,0.2507,0.215890730808731,,,,NA,NA,NA,NA
BG10702,18):,0,1,0.205574999999953,0.5214,0.347777433640742,,,,NA,NA,NA,NA
BG10703,18):,0,1,0.0715159999999742,0.7053,0.425376119574833,,,,NA,NA,NA,NA
BG10705,18):,0,1,3.63329499999963,0.007,0.0159348998206486,C,,C,0.173253000000841,0.5561,0.44354777660654,NA
BG10706,18):,0,1,2.95344300000033,0.0151,0.0283078808578582,C,S,CS,9.00702699999965,0,0,CS2
BG10707,18):,0,1,0.861816999999974,0.1892,0.17652628004705,,,,NA,NA,NA,NA
BG10708,18):,0,1,1.22550299999966,0.1174,0.125156294154714,,,,NA,NA,NA,NA
BG10709,18):,0,1,0.38168399999995,0.3823,0.285089487259225,,,,NA,NA,NA,NA
BG10710,18):,0,1,0.0530749999998079,0.7446,0.440737833279852,,,,NA,NA,NA,NA
BG10711,18):,0,1,0.204287999999906,0.5227,0.347811583711665,,,,NA,NA,NA,NA
BG10713,18):,0,1,3.45961799999986,0.0085,0.0187162641529800,C,S,CS,1.01342700000077,0.1545,0.21985197615713,NA
BG10714,18):,0,1,5.02460799999972,0.0015,0.0046106055318628,C,S,CS,7.30881099999988,1e-04,0.00239945973977943,CS2
BG10715,18):,0,1,0.561312999999245,0.2894,0.234045170797003,,,,NA,NA,NA,NA
BG10716,18):,0,1,0.0718460000007326,0.7046,0.425376119574833,,,,NA,NA,NA,NA
BG10717,18):,0,1,0.000592000000324333,0.9726,0.508579253446795,,,,NA,NA,NA,NA
BG10718,18):,0,1,4.29008400000021,0.0034,0.00906955531642204,C,S,CS,0.246932000000015,0.4822,0.416953906639902,NA
BG10719,18):,0,1,0.258765000000494,0.4719,0.325824185363552,,,,NA,NA,NA,NA
BG10720,18):,0,1,1.75098100000014,0.0613,0.0781447487204609,,S,S,1.01123199999984,0.155,0.21985197615713,NA
BG10722,18):,0,1,0.156850000000304,0.5754,0.371054069817302,,,,NA,NA,NA,NA
BG10723,18):,0,1,4.88651700000082,0.0018,0.00536919777208062,C,S,CS,0.00614300000052026,0.9117,0.567039496517724,NA
BG10726,18):,0,1,1.82891599999994,0.0558,0.073773715239527,,,,NA,NA,NA,NA
BG10727,18):,0,1,2.47838499999989,0.026,0.0426658022298126,C,,C,0.0252169999998841,0.8223,0.532615502776152,NA
BG10728,18):,0,1,5.25842999999986,0.0012,0.00397066356186654,C,S,CS,0.31523500000003,0.4272,0.399369818506665,NA
BG10729,18):,0,1,2.24893200000042,0.0339,0.0511903689500239,,S,S,0.395062999999936,0.3741,0.374015786938119,NA
BG10732,18):,0,1,0.0665100000001075,0.7153,0.43012203176264,,,,NA,NA,NA,NA
BG10735,18):,0,1,2.03186899999946,0.0438,0.0622583269049004,,,,NA,NA,NA,NA
BG10744,18):,0,1,19.1132650000000,0,0,C,S,CS,0.657725999999457,0.2514,0.287249608847880,NA
BG10746,18):,0,1,4.17123200000015,0.0039,0.0101791041095695,C,S,CS,-0.330349000000297,1,0.584046995483837,NA
BG10748,18):,0,1,1.18949699999939,0.123,0.129080973590488,,S,S,1.83860400000049,0.0552,0.103207930625318,NA
BG10754,18):,0,1,0.490319,0.322,0.250372255230777,,,,NA,NA,NA,NA
BG10756,18):,0,1,1.82381599999997,0.0561,0.0738478683427364,,S,S,0.130369999999971,0.6096,0.458452619371883,NA
BG10757,18):,0,1,0.592710000000011,0.2763,0.227483685347222,,,,NA,NA,NA,NA
BG10759,18):,0,1,0.268234000000120,0.4639,0.322092822896502,,,,NA,NA,NA,NA
BG10760,18):,0,1,0.788418999999976,0.2092,0.191643085649362,,,,NA,NA,NA,NA
BG10762,18):,0,1,0.0329510000001392,0.7974,0.455627100728675,,,,NA,NA,NA,NA
BG10763,18):,0,1,0.711526999999478,0.2329,0.205578790659919,,,,NA,NA,NA,NA
BG10765,18):,0,1,2.20025899999973,0.0359,0.0534112784651815,,S,S,0.0643549999999777,0.7198,0.493466034483781,NA
BG10766,18):,0,1,0.177604999999858,0.5512,0.36070287365325,,,,NA,NA,NA,NA
BG10768,18):,0,1,2.85864100000026,0.0168,0.030826788016673,C,S,CS,0.0508289999997942,0.7498,0.505097487652261,NA
BG10778,18):,0,1,2.10374899999988,0.0402,0.0582348157081886,,S,S,1.85513899999933,0.0541,0.103207930625318,NA
BG10779,18):,0,1,3.26478299999962,0.0106,0.0222867279436016,C,S,CS,3.42128000000048,0.0089,0.0345522202528238,CS2
BG10780,18):,0,1,19.3127860000000,0,0,C,S,CS,0.40246900000011,0.3696,0.373406450451569,NA
BG10781,18):,0,1,0.00171600000066974,0.9533,0.502829372790004,,,,NA,NA,NA,NA
BG10783,18):,0,1,0.00862200000028679,0.8955,0.489722041257006,,,,NA,NA,NA,NA
BG10784,18):,0,1,2.59259099999963,0.0228,0.0388901329707323,C,,C,0.0479240000004211,0.7569,0.506859425866539,NA
BG10785,18):,0,1,0.396626000000651,0.3731,0.280450282773982,,,,NA,NA,NA,NA
BG10795,18):,0,1,1.12236499999972,0.1341,0.139042915250105,,,,NA,NA,NA,NA
BG10799,18):,0,1,0.0347499999998035,0.7921,0.455178750341743,,,,NA,NA,NA,NA
BG10804,18):,0,1,2.48948800000016,0.0257,0.0424033328742383,C,,C,0.136034000000109,0.6019,0.457505431755728,NA
BG10809,18):,0,1,0.601410999999871,0.2728,0.226284308905167,,,,NA,NA,NA,NA
BG10811,18):,0,1,7.59184299999833,1e-04,0.000513157790834448,C,S,CS,4.23529899999994,0.0036,0.0191956779182354,CS2
BG10812,18):,0,1,0.76256900000044,0.2168,0.195937430869301,,S,S,4.77439799999956,0.002,0.0140456179889528,CS2
BG10815,18):,0,1,0.891947999999957,0.1817,0.172993882549765,,,,NA,NA,NA,NA
BG10818,18):,0,1,0.859137999999803,0.1899,0.176635060039577,,,,NA,NA,NA,NA
BG10820,18):,0,1,0.0969490000006772,0.6597,0.407617989432564,,,,NA,NA,NA,NA
BG10821,18):,0,1,1.13919600000008,0.1312,0.136738445001421,,,,NA,NA,NA,NA
BG10829,18):,0,1,1.42038500000012,0.0919,0.104404985278929,,,,NA,NA,NA,NA
BG10830,18):,0,1,1.47638800000004,0.0857,0.100144716565153,,,,NA,NA,NA,NA
BG10848,18):,0,1,2.45021999999972,0.0268,0.0432749386062629,C,S,CS,0.83298300000024,0.1968,0.244248453511341,NA
BG10850,18):,0,1,0.0641000000005079,0.7203,0.432081908344729,,,,NA,NA,NA,NA
BG10855,18):,0,1,0.317528999999922,0.4255,0.305636293238515,,,,NA,NA,NA,NA
BG10856,18):,0,1,0.74376299999949,0.2226,0.199278044079084,,,,NA,NA,NA,NA
BG10867,18):,0,1,15.0833579999999,0,0,C,S,CS,0.706113000000187,0.2347,0.274708878500601,NA
BG10868,18):,0,1,5.55407699999978,9e-04,0.0031684510108499,C,S,CS,0.271547999999711,0.4612,0.412498426569038,NA
BG10872,18):,0,1,0.0076310000004014,0.9017,0.491451816736811,,,,NA,NA,NA,NA
BG10874,18):,0,1,0.0475930000002336,0.7577,0.445011829850638,,S,S,2.27523900000051,0.0329,0.0809663850653777,NA
BG10875,18):,0,1,2.3216680000005,0.0312,0.0478289043730659,C,,C,0.0946970000004512,0.6634,0.475164654140201,NA
BG10876,18):,0,1,0.147033999999621,0.5876,0.376515546153756,,,,NA,NA,NA,NA
BG10877,18):,0,1,0.00213600000006409,0.9479,0.500853646177773,,,,NA,NA,NA,NA
BG10878,18):,0,1,0.810805000000073,0.2029,0.186711566699728,,,,NA,NA,NA,NA
BG10879,18):,0,1,4.00208100000054,0.0047,0.0116162167672157,C,S,CS,3.03191100000004,0.0138,0.0473036348699373,CS2
BG10880,18):,0,1,0.000183000000106404,0.9847,0.512076949489228,,,,NA,NA,NA,NA
BG10894,18):,0,1,0.784676000000218,0.2103,0.192359755931619,,,,NA,NA,NA,NA
BG10895,18):,0,1,7.21714200000042,1e-04,0.000513157790834448,C,S,CS,0.852039000000332,0.1918,0.242491487788839,NA
BG10898,18):,0,1,2.43589200000042,0.0273,0.0437324472855579,C,,C,0.018195999999989,0.8487,0.540833978514886,NA
BG10899,18):,0,1,0.178519000000051,0.5502,0.360563324123586,,,,NA,NA,NA,NA
BG10912,18):,0,1,6.75412200000028,2e-04,0.000910565704037065,C,S,CS,0.729220000000169,0.2272,0.27032591051796,NA
BG10914,18):,0,1,0.0477890000001935,0.7572,0.445011829850638,,,,NA,NA,NA,NA
BG10932,18):,0,1,0.487512000000606,0.3234,0.250728109147301,,,,NA,NA,NA,NA
BG10937,18):,0,1,13.8521860000001,0,0,C,S,CS,0.471607000000404,0.3315,0.34458667309901,NA
BG10938,18):,0,1,2.48694599999999,0.0257,0.0424033328742383,C,,C,0.193692999999712,0.5337,0.437809115596678,NA
BG10939,18):,0,1,2.46405099999993,0.0264,0.0429728266131041,C,S,CS,0.0156759999999849,0.8595,0.54561811827284,NA
BG10943,18):,0,1,0.311842000000070,0.4297,0.305748084868586,,,,NA,NA,NA,NA
BG10944,18):,0,1,0.483663999999408,0.3253,0.251567906312856,,,,NA,NA,NA,NA
BG10945,18):,0,1,0.00453000000015891,0.9242,0.495684063544067,,,,NA,NA,NA,NA
BG10946,18):,0,1,1.8250850000004,0.0561,0.0738478683427364,,S,S,0.709208999999646,0.2337,0.274654893642344,NA
BG10948,18):,0,1,0.894260000000031,0.1811,0.172694163127149,,,,NA,NA,NA,NA
BG10950,18):,0,1,4.44559599999957,0.0029,0.00798193618288854,C,,C,-2.21401700000024,1,0.584046995483837,NA
BG10952,18):,0,1,3.89606400000048,0.0052,0.0125447657552198,C,S,CS,1.37504699999954,0.0972,0.158120329970550,NA
BG10953,18):,0,1,0.0302189999997609,0.8058,0.458583652695667,,,,NA,NA,NA,NA
BG10954,18):,0,1,0.83086899999762,0.1974,0.182857833643108,,,,NA,NA,NA,NA
BG10955,18):,0,1,18.0671179999999,0,0,C,S,CS,0.0725510000002032,0.7033,0.48914203912663,NA
BG10956,18):,0,1,2.52423199999976,0.0246,0.0410356593728439,C,S,CS,0.113619000000199,0.6336,0.464057949673078,NA
BG10957,18):,0,1,3.94448199999988,0.005,0.0122576152466528,C,S,CS,3.56824200000028,0.0076,0.0308212293335048,CS2
BG10958,18):,0,1,1.95487400000002,0.048,0.0657350507015767,,,,NA,NA,NA,NA
BG10963,18):,0,1,1.79844000000048,0.0579,0.0757234699468491,,,,NA,NA,NA,NA
BG10965,18):,0,1,0.534302000000025,0.3013,0.239115389261513,,,,NA,NA,NA,NA
BG10966,18):,0,1,1.60299299999997,0.0734,0.0896714845440445,,S,S,0.128650000000107,0.612,0.458452619371883,NA
BG10967,18):,0,1,0.0793739999999161,0.6903,0.420095207191319,,,,NA,NA,NA,NA
BG10968,18):,0,1,2.98193499999979,0.0146,0.0278008881147669,C,S,CS,5.1825130000002,0.0013,0.0113429005880482,CS2
BG10973,18):,0,1,0.387429000000338,0.3787,0.283452125289278,,,,NA,NA,NA,NA
BG10976,18):,0,1,1.13134099999934,0.1325,0.137856049135680,,,,NA,NA,NA,NA
BG10979,18):,0,1,0.145381000000270,0.5897,0.377063142683196,,,,NA,NA,NA,NA
BG10982,18):,0,1,5.1374220000007,0.0013,0.00418714920819172,C,S,CS,0.776537999999164,0.2127,0.260361716170643,NA
BG10986,18):,0,1,1.00591399999939,0.1561,0.154448756137457,,,,NA,NA,NA,NA
BG10992,18):,0,1,3.0020540000005,0.0143,0.0275765113456703,C,S,CS,0.770477999999457,0.2145,0.260599551484905,NA
BG11004,18):,0,1,1.92996399999993,0.0495,0.0669052378630359,,,,NA,NA,NA,NA
BG11005,18):,0,1,0.295904999999948,0.4417,0.310639860080905,,,,NA,NA,NA,NA
BG11007,18):,0,1,1.21441400000003,0.1191,0.126745465040934,,,,NA,NA,NA,NA
BG11008,18):,0,1,3.31863500000054,0.01,0.0213966852715423,C,,C,0.482895000000099,0.3257,0.342183823759849,NA
BG11009,18):,0,1,0.196470999999292,0.5308,0.350835405058892,,,,NA,NA,NA,NA
BG11010,18):,0,1,0.361984999999549,0.3948,0.29133111608762,,,,NA,NA,NA,NA
BG11011,18):,0,1,6.7544969999999,2e-04,0.000910565704037065,C,,C,0.00147199999992154,0.9567,0.584046995483837,NA
BG11027,18):,0,1,3.0195819999999,0.014,0.0271710471300804,C,,C,0.128728000000137,0.6119,0.458452619371883,NA
BG11038,18):,0,1,0.509554999999636,0.3127,0.245269482653937,,,,NA,NA,NA,NA
BG11041,18):,0,1,0.00259899999991831,0.9425,0.499307469008339,,,,NA,NA,NA,NA
BG11052,18):,0,1,0.0818589999998949,0.6858,0.418618813796403,,,,NA,NA,NA,NA
BG11053,18):,0,1,0.0225829999999405,0.8317,0.470100316459366,,,,NA,NA,NA,NA
BG11054,18):,0,1,5.73124800000005,7e-04,0.00261647120511885,C,,C,0.0190649999995003,0.8452,0.540806232549753,NA
BG11055,18):,0,1,0.000310999999783235,0.9801,0.512058862761237,,,,NA,NA,NA,NA
BG11056,18):,0,1,0.0388600000001134,0.7804,0.452435264725907,,,,NA,NA,NA,NA
BG11067,18):,0,1,0.00876299999981711,0.8947,0.489722041257006,,,,NA,NA,NA,NA
BG11077,18):,0,1,1.59990499999913,0.0736,0.0896714845440445,,S,S,5.2901550000006,0.0011,0.0107975688290074,CS2
BG11079,18):,0,1,2.9397469999999,0.0153,0.0285942924559417,C,S,CS,0.164627999999993,0.5661,0.44535546186529,NA
BG11085,18):,0,1,3.94750899999963,0.005,0.0122576152466528,C,S,CS,2.258151,0.0336,0.0812993417713501,NA
BG11088,18):,0,1,2.90411399999994,0.016,0.0297190769661177,C,S,CS,0.121032999999443,0.6227,0.460918328008427,NA
BG11096,18):,0,1,0.352618999999322,0.401,0.295037671284379,,,,NA,NA,NA,NA
BG11097,18):,0,1,0.313351999999895,0.4286,0.305748084868586,,,,NA,NA,NA,NA
BG11144,18):,0,1,1.23403099999996,0.1162,0.124095491442780,,,,NA,NA,NA,NA
BG11172,18):,0,1,0.589426000000003,0.2776,0.228078794067922,,,,NA,NA,NA,NA
BG11185,18):,0,1,0.0674760000001697,0.7134,0.429833220117341,,,,NA,NA,NA,NA
BG11186,18):,0,1,0.135591000000204,0.6025,0.383881957803391,,,,NA,NA,NA,NA
BG11187,18):,0,1,0.0123100000000704,0.8753,0.483923715885432,,,,NA,NA,NA,NA
BG11189,18):,0,1,0.287152000000788,0.4486,0.314397048915085,,,,NA,NA,NA,NA
BG11200,18):,0,1,8.17395300000044,1e-04,0.000513157790834448,C,S,CS,0.682141999999658,0.2428,0.280765698707685,NA
BG11206,18):,0,1,0.93719400000009,0.171,0.165504044175548,,,,NA,NA,NA,NA
BG11207,18):,0,1,0.0743809999994482,0.6997,0.424533748628358,,,,NA,NA,NA,NA
BG11208,18):,0,1,0.874539999998888,0.186,0.174616855709061,,,,NA,NA,NA,NA
BG11211,18):,0,1,0.00391300000001138,0.9295,0.496829714707087,,,,NA,NA,NA,NA
BG11213,18):,0,1,1.11400400000002,0.1355,0.140254357566701,,,,NA,NA,NA,NA
BG11214,18):,0,1,0.0381229999993593,0.7825,0.452986851020064,,,,NA,NA,NA,NA
BG11217,18):,0,1,0.0138839999999618,0.8677,0.48220087684585,,,,NA,NA,NA,NA
BG11218,18):,0,1,1.83492700000033,0.0554,0.0735661208386612,,,,NA,NA,NA,NA
BG11219,18):,0,1,0.222287999999935,0.5049,0.340726487100448,,,,NA,NA,NA,NA
BG11220,18):,0,1,0.00409300000001167,0.9279,0.496788465655203,,,,NA,NA,NA,NA
BG11221,18):,0,1,0.00214200000004894,0.9478,0.500853646177773,,,,NA,NA,NA,NA
BG11227,18):,0,1,11.7355200000002,0,0,C,S,CS,0.0619209999995292,0.7249,0.494526950624044,NA
BG11231,18):,0,1,1.83098999999947,0.0557,0.073773715239527,,S,S,3.39430399999947,0.0092,0.0348553099041644,CS2
BG11234,18):,0,1,0.677357000000484,0.2445,0.211501648905209,,S,S,6.31385200000113,4e-04,0.00639855930607848,CS2
BG11236,18):,0,1,1.19847899999968,0.1216,0.128502591782292,,,,NA,NA,NA,NA
BG11238,18):,0,1,4.51387200000045,0.0027,0.00749963633760803,C,S,CS,0.0255809999998746,0.8211,0.532615502776152,NA
BG11240,18):,0,1,2.23592399999961,0.0345,0.0517095387744316,,,,NA,NA,NA,NA
BG11244,18):,0,1,0.499211000000287,0.3177,0.247906793266447,,,,NA,NA,NA,NA
BG11245,18):,0,1,0.809451999999965,0.2032,0.186711566699728,,,,NA,NA,NA,NA
BG11246,18):,0,1,1.05826000000161,0.1457,0.147041943911672,,,,NA,NA,NA,NA
BG11247,18):,0,1,0.163549999999304,0.5674,0.367067908133514,,,,NA,NA,NA,NA
BG11248,18):,0,1,0.0150149999999485,0.8624,0.482134898017279,,,,NA,NA,NA,NA
BG11249,18):,0,1,1.04623900000001,0.148,0.148967490383134,,,,NA,NA,NA,NA
BG11251,18):,0,1,0.0732849999999416,0.7018,0.424533748628358,,,,NA,NA,NA,NA
BG11252,18):,0,1,3.89816699999983,0.0052,0.0125447657552198,C,S,CS,0.00502000000005864,0.9202,0.569802026463234,NA
BG11306,18):,0,1,0.773619000001418,0.2135,0.193822851941413,,,,NA,NA,NA,NA
BG11310,18):,0,1,0.0845680000002176,0.6809,0.416895609368340,,S,S,9.72799699999996,0,0,CS2
BG11311,18):,0,1,9.75434999999925,0,0,C,S,CS,0.0657150000006368,0.717,0.492719608617237,NA
BG11314,18):,0,1,7.30119699999977,1e-04,0.000513157790834448,C,S,CS,0.0754240000001118,0.6977,0.487602833139061,NA
BG11316,18):,0,1,9.61003399999936,0,0,C,,C,0.368158000000221,0.3908,0.380152243096947,NA
BG11320,18):,0,1,4.97222599999986,0.0016,0.00486855230701225,C,S,CS,2.61145800000031,0.0223,0.06485812387525,NA
BG11322,18):,0,1,2.4047759999994,0.0283,0.044977404900592,C,S,CS,0.98378800000046,0.1607,0.221393213501945,NA
BG11323,18):,0,1,5.77112099999977,7e-04,0.00261647120511885,C,S,CS,0.871196000000054,0.1868,0.242491487788839,NA
BG11325,18):,0,1,1.35666300000003,0.0995,0.110347722018081,,,,NA,NA,NA,NA
BG11326,18):,0,1,1.99973799999998,0.0455,0.0640731204416314,,,,NA,NA,NA,NA
BG11327,18):,0,1,0.168835000000399,0.5612,0.365264834558379,,,,NA,NA,NA,NA
BG11330,18):,0,1,1.72260999999980,0.0634,0.0803145620249094,,,,NA,NA,NA,NA
BG11331,18):,0,1,1.19123600000057,0.1227,0.128989694277355,,,,NA,NA,NA,NA
BG11332,18):,0,1,1.61342599999989,0.0724,0.0889251448003418,,S,S,3.6558729999997,0.0069,0.0292108142234018,CS2
BG11337,18):,0,1,3.22731400000066,0.0111,0.0227072322444243,C,S,CS,2.52141699999993,0.0247,0.067733320654345,NA
BG11341,18):,0,1,0.205434999999852,0.5215,0.347777433640742,,,,NA,NA,NA,NA
BG11347,18):,0,1,3.45337400000017,0.0086,0.0188678451499564,C,S,CS,1.51796999999988,0.0814,0.137063875661786,NA
BG11350,18):,0,1,1.36924499999986,0.098,0.108883609049717,,,,NA,NA,NA,NA
BG11366,18):,0,1,1.55248699999993,0.0781,0.093212890368188,,,,NA,NA,NA,NA
BG11373,18):,0,1,0.366448000000219,0.3919,0.289972372365103,,,,NA,NA,NA,NA
BG11374,18):,0,1,4.90210800000023,0.0017,0.0050960125169005,C,,C,1.10518499999944,0.1371,0.199373291105309,NA
BG11375,18):,0,1,0.0211280000003171,0.8371,0.470646217562552,,,,NA,NA,NA,NA
BG11376,18):,0,1,0.409005000000434,0.3658,0.277223381060005,,,,NA,NA,NA,NA
BG11377,18):,0,1,1.9894919999997,0.0461,0.0646081065245514,,,,NA,NA,NA,NA
BG11379,18):,0,1,0.0029739999999947,0.9385,0.498496782722625,,,,NA,NA,NA,NA
BG11383,18):,0,1,0.0232619999997041,0.8292,0.469254504101598,,,,NA,NA,NA,NA
BG11384,18):,0,1,1.66688599999998,0.0679,0.0845992356321762,,,,NA,NA,NA,NA
BG11386,18):,0,1,0.118391999999858,0.6265,0.394657651375833,,,,NA,NA,NA,NA
BG11387,18):,0,1,0.117883999999322,0.6273,0.394657651375833,,,,NA,NA,NA,NA
BG11390,18):,0,1,0.544229000000087,0.2968,0.236481451530194,,,,NA,NA,NA,NA
BG11391,18):,0,1,2.96212999999989,0.0149,0.0281069790605958,C,S,CS,5.80105800000001,7e-04,0.00876324426702053,CS2
BG11395,18):,0,1,0.311096000000362,0.4302,0.305748084868586,,,,NA,NA,NA,NA
BG11403,18):,0,1,1.784681000001,0.0589,0.0763993686294673,,S,S,2.06626900000083,0.0421,0.0962069095663943,NA
BG11405,18):,0,1,0.75387099999989,0.2195,0.197469817896121,,,,NA,NA,NA,NA
BG11407,18):,0,1,4.93024799999876,0.0017,0.0050960125169005,C,,C,3.80325400000038,0.0058,0.0260941246701013,CS2
BG11408,18):,0,1,1.29691500000035,0.1073,0.117491791191162,,S,S,0.00132699999994657,0.9589,0.584046995483837,NA
BG11409,18):,0,1,0.9120640000001,0.1768,0.169394036321275,,S,S,0.348616999999876,0.4037,0.386177500444767,NA
BG11411,18):,0,1,0.222603000000163,0.5046,0.340726487100448,,,,NA,NA,NA,NA
BG11413,18):,0,1,0.00892800000019633,0.8937,0.489722041257006,,,,NA,NA,NA,NA
BG11415,18):,0,1,14.4962409999998,0,0,C,S,CS,2.39651300000060,0.0286,0.0735263020260983,NA
BG11416,18):,0,1,7.00774099999944,2e-04,0.000910565704037065,C,S,CS,0.624753000000055,0.2636,0.296751788282489,NA
BG11417,18):,0,1,2.05318799999986,0.0427,0.0609810576626992,,,,NA,NA,NA,NA
BG11418,18):,0,1,0.87205400000039,0.1866,0.174908959207826,,,,NA,NA,NA,NA
BG11421,18):,0,1,0.658847000000151,0.251,0.215890730808731,,S,S,3.27367700000013,0.0105,0.038269864204077,CS2
BG11422,18):,0,1,1.54152699999986,0.0791,0.0941004359153353,,,,NA,NA,NA,NA
BG11424,18):,0,1,17.2084410000007,0,0,C,S,CS,1.75220300000001,0.0612,0.110827876282642,NA
