bg,NA.2,NA.3,deltalnL,p,q,sig,sigS1,sig2,summary,delCS2,pCS2,qCS2
BG10446,18):,0,1.55078999999978,0.0782,0.0924287155986856,,S,2,S2,0.173444999999901,0.5559,0.385107439583808
BG10447,18):,0,0.527720000000045,0.3043,0.238113711068796,,S,2,S2,2.0205119999996,0.0444,0.0855232756669718
BG10457,18):,0,7.00115700000015,2e-04,0.000883760849881286,C,S,2,CS2,0.0116709999997511,0.8786,0.486754751186238
BG10460,18):,0,1.91753099999914,0.0502,0.0670732567549229,,S,2,S2,2.48086799999965,0.0259,0.0602654015866595
BG10461,18):,0,0.303417999999510,0.436,0.304583885923987,,,NA,,NA,NA,NA
BG10462,18):,0,0.164367999999740,0.5664,0.363607695033479,,,NA,2,NA,NA,NA
BG10466,18):,0,3.11837100000048,0.0125,0.0244247489219358,C,S,2,CS2,1.95855999999912,0.0478,0.086364658691828
BG10467,18):,0,0.563239000000067,0.2885,0.231648727993972,,,NA,,NA,NA,NA
BG10468,18):,0,10.4529170000005,0,0,C,S,cs2,CS2,2.80681000000004,0.0178,0.048657249684318
BG10477,18):,0,0.337626,0.4112,0.296378340112427,,,NA,2,NA,NA,NA
BG10479,18):,0,0.696512999999868,0.2379,0.206733586417570,,S,cs2,S2,4.37600900000052,0.0031,0.0158184942862769
BG10480,18):,0,9.53579499999978,0,0,C,S,2,CS2,0.0181320000001506,0.849,0.474878656324936
BG10481,18):,0,2.70580500000005,0.02,0.0347597455094696,C,,2,C2,1.45414200000005,0.0881,0.126853613473965
BG10483,18):,0,7.05501600000025,2e-04,0.000883760849881286,C,S,2,CS2,0.853901999999835,0.1913,0.206369388591935
BG10484,18):,0,13.8153230000007,0,0,C,S,2,CS2,4.09999993280508e-05,0.9928,0.517537696198933
BG10485,18):,0,12.4237190000001,0,0,C,S,2,CS2,0.603888999999981,0.2718,0.259195774277708
BG10490,18):,0,17.6757269999998,0,0,C,S,2,CS2,0.096295999999711,0.6608,0.413177715854401
BG10494,18):,0,0.00367099999994025,0.9317,0.490445007848757,,,NA,,NA,NA,NA
BG10508,18):,0,1.95748300000014,0.0479,0.0651689501255646,,,NA,2,NA,NA,NA
BG10510,18):,0,0.00466300000061892,0.9231,0.488912683691015,,,NA,,NA,NA,NA
BG10511,18):,0,0.0466630000000805,0.76,0.440667717084888,,,NA,2,NA,NA,NA
BG10512,18):,0,0.154174999999668,0.5787,0.369448337041661,,,NA,2,NA,NA,NA
BG10518,18):,0,0.270628000000215,0.4619,0.317680558971034,,,NA,2,NA,NA,NA
BG10519,18):,0,1.04570199999989,0.1481,0.148556396333197,,,NA,,NA,NA,NA
BG10520,18):,0,0.71375800000078,0.2322,0.203348563532335,,,NA,2,NA,NA,NA
BG10521,18):,0,0.099931000000197,0.6548,0.400266955193701,,,NA,,NA,NA,NA
BG10522,18):,0,0.281167999999980,0.4533,0.312289765735444,,,NA,,NA,NA,NA
BG10523,18):,0,12.4828490000000,0,0,C,S,2,CS2,0.932529000000159,0.172,0.197736220811754
BG10524,18):,0,0.0102209999995466,0.8863,0.481284384824395,,,NA,2,NA,NA,NA
BG10525,18):,0,0.594951000000037,0.2753,0.225059264702325,,,NA,,NA,NA,NA
BG10528,18):,0,3.69999997928971e-05,0.9931,0.508823469544482,,,NA,,NA,NA,NA
BG10529,18):,0,2.38580499999989,0.0289,0.0450718033439456,C,S,2,CS2,0.544891000000007,0.2965,0.270341250566511
BG10530,18):,0,0.0461699999996199,0.7612,0.440723515403427,,,NA,,NA,NA,NA
BG10531,18):,0,4.42090800000005,0.0029,0.00790573969944206,C,,2,C2,1.92240799999990,0.0499,0.0884760132419226
BG10532,18):,0,0.296605999999883,0.4412,0.306877772150444,,,NA,2,NA,NA,NA
BG10534,18):,0,0.397546000000148,0.3726,0.277035744044372,,S,2,S2,1.13553499999989,0.1318,0.167401070819952
BG10540,18):,0,5.97123899999951,5e-04,0.00194275014413558,C,S,2,CS2,0.123147000000245,0.6197,0.400040114676575
BG10541,18):,0,0.176706999999624,0.5522,0.356911804108892,,,NA,2,NA,NA,NA
BG10543,18):,0,0.125038000000131,0.617,0.386956901621722,,,NA,2,NA,NA,NA
BG10553,18):,0,0.398145999999997,0.3722,0.277035744044372,,,NA,,NA,NA,NA
BG10569,18):,0,0.324991999999838,0.4201,0.299915489727427,,,NA,,NA,NA,NA
BG10571,18):,0,7.54862700000012,1e-04,0.000512179583453927,C,S,2,CS2,0.112668999999187,0.635,0.402382739961903
BG10572,18):,0,12.7411159999992,0,0,C,S,2,CS2,2.61245899999994,0.0223,0.0554366917212201
BG10583,18):,0,0.343029999999999,0.4075,0.294024971120456,,,NA,,NA,NA,NA
BG10584,18):,0,5.31298000000061,0.0011,0.00369992415510001,C,S,2,CS2,0.0768859999989218,0.695,0.424674472181389
BG10585,18):,0,5.40000000910368e-05,0.9917,0.508823469544482,,,NA,,NA,NA,NA
BG10590,18):,0,0.320427999999993,0.4234,0.301000024224393,,,NA,,NA,NA,NA
BG10591,18):,0,0.153100999999879,0.58,0.369928951973893,,,NA,2,NA,NA,NA
BG10603,18):,0,2.05436899999995,0.0427,0.0601426875870774,,,NA,2,NA,NA,NA
BG10605,18):,0,0.160648999999921,0.5708,0.365094399461553,,,NA,,NA,NA,NA
BG10608,18):,0,0.00361900000007154,0.9322,0.490445007848757,,,NA,,NA,NA,NA
BG10633,18):,0,0.255353000000014,0.4748,0.323916633113603,,,NA,,NA,NA,NA
BG10638,18):,0,0.0271670000001905,0.8157,0.458417331516913,,,NA,,NA,NA,NA
BG10639,18):,0,3.27752199999941,0.0105,0.0217088961060288,C,S,cs2,CS2,4.53492900000037,0.0026,0.0153360534048186
BG10643,18):,0,2.52860499999997,0.0245,0.0403997261680488,C,,2,C2,0.374741999999969,0.3866,0.321437635600109
BG10644,18):,0,0.221927999999934,0.5053,0.337570882851221,,,NA,,NA,NA,NA
BG10646,18):,0,0.00716399999964779,0.9047,0.485434053396042,,,NA,,NA,NA,NA
BG10647,18):,0,1.42643299999963,0.0912,0.103107402967421,,,NA,2,NA,NA,NA
BG10649,18):,0,0.0880360000010114,0.6748,0.409530335231074,,,NA,,NA,NA,NA
BG10650,18):,0,3.24981999999909,0.0108,0.0219928678967445,C,S,cs2,CS2,3.53228099999978,0.0079,0.0280215105315125
BG10655,18):,0,6.33223499999986,4e-04,0.00161934622792619,C,S,cs2,CS2,3.45857499999966,0.0085,0.0297864768041242
BG10662,18):,0,3.88242100000025,0.0053,0.012661513660225,C,S,2,CS2,0.0615130000005593,0.7258,0.433006185643752
BG10663,18):,0,0.511037000000215,0.312,0.241899128038607,,,NA,,NA,NA,NA
BG10664,18):,0,0.813200999999935,0.2022,0.184983463521227,,S,2,S2,0.58305399999972,0.2802,0.263935515689222
BG10665,18):,0,1.00418699999955,0.1564,0.154110139817945,,,NA,2,NA,NA,NA
BG10670,18):,0,0.460186999998768,0.3374,0.255954282330444,,,NA,,NA,NA,NA
BG10671,18):,0,4.44399000000021,0.0029,0.00790573969944206,C,S,2,CS2,0.118392999999742,0.6265,0.401368722616236
BG10672,18):,0,0.296776999999565,0.441,0.306877772150444,,,NA,2,NA,NA,NA
BG10674,18):,0,0.0136640000000625,0.8687,0.476379352131629,,,NA,2,NA,NA,NA
BG10675,18):,0,1.63071199999922,0.0709,0.086836708072982,,,NA,,NA,NA,NA
BG10676,18):,0,1.47364800000105,0.086,0.0992194988288221,,,NA,,NA,NA,NA
BG10678,18):,0,0.0734979999997449,0.7014,0.418773939807339,,,NA,,NA,NA,NA
BG10680,18):,0,0.0987860000000182,0.6567,0.400703789566368,,,NA,2,NA,NA,NA
BG10694,18):,0,1.37608400000045,0.0971,0.107618166508945,,S,2,S2,2.16181900000083,0.0376,0.0763497486317476
BG10700,18):,0,1.95144100000016,0.0482,0.0651738276353453,,S,2,S2,2.59408299999996,0.0227,0.0559528424193921
BG10701,18):,0,0.659778999999617,0.2507,0.213185099987381,,,NA,2,NA,NA,NA
BG10702,18):,0,0.205574999999953,0.5214,0.344647293898352,,,NA,2,NA,NA,NA
BG10703,18):,0,0.0715159999999742,0.7053,0.419751006582106,,,NA,,NA,NA,NA
BG10704,18):,0,0.45951500000001,0.3377,0.255954282330444,,,NA,,NA,NA,NA
BG10705,18):,0,3.63329499999963,0.007,0.0156706601030274,C,,2,C2,0.173253000000841,0.5561,0.385107439583808
BG10706,18):,0,2.95344300000033,0.0151,0.0279692149517909,C,S,cs2,CS2,9.00702699999965,0,0
BG10707,18):,0,0.861816999999974,0.1892,0.175705738860052,,,NA,,NA,NA,NA
BG10708,18):,0,1.22550299999966,0.1174,0.124211965084019,,,NA,,NA,NA,NA
BG10709,18):,0,0.38168399999995,0.3823,0.281551477424680,,,NA,,NA,NA,NA
BG10710,18):,0,0.0530749999998079,0.7446,0.435473158779003,,,NA,2,NA,NA,NA
BG10711,18):,0,0.204287999999906,0.5227,0.344766316212883,,,NA,,NA,NA,NA
BG10712,18):,0,1.38856199999964,0.0956,0.106831348752426,,,NA,,NA,NA,NA
BG10713,18):,0,3.45961799999986,0.0085,0.0183599198925018,C,S,2,CS2,1.01342700000077,0.1545,0.187065181393731
BG10714,18):,0,5.02460799999972,0.0015,0.00460961625108534,C,S,cs2,CS2,7.30881099999988,1e-04,0.00223735527126000
BG10715,18):,0,0.561312999999245,0.2894,0.231900836517872,,,NA,2,NA,NA,NA
BG10716,18):,0,0.0718460000007326,0.7046,0.419751006582106,,,NA,2,NA,NA,NA
BG10717,18):,0,0.000592000000324333,0.9726,0.503100641916467,,,NA,,NA,NA,NA
BG10718,18):,0,4.29008400000021,0.0034,0.00897914832242665,C,S,2,CS2,0.246932000000015,0.4822,0.359292934737636
BG10719,18):,0,0.258765000000494,0.4719,0.322263393909211,,,NA,2,NA,NA,NA
BG10720,18):,0,1.75098100000014,0.0613,0.0773200059230559,,S,2,S2,1.01123199999984,0.155,0.187065181393731
BG10722,18):,0,0.156850000000304,0.5754,0.36768878512438,,,NA,2,NA,NA,NA
BG10723,18):,0,4.88651700000082,0.0018,0.00538468447029438,C,S,2,CS2,0.00614300000052026,0.9117,0.49756598447192
BG10726,18):,0,1.82891599999994,0.0558,0.073078848774432,,,NA,2,NA,NA,NA
BG10727,18):,0,2.47838499999989,0.026,0.0421534851418196,C,,2,C2,0.0252169999998841,0.8223,0.466841153390341
BG10728,18):,0,5.25842999999986,0.0012,0.00393831291354864,C,S,2,CS2,0.31523500000003,0.4272,0.340421266697796
BG10729,18):,0,2.24893200000042,0.0339,0.0502609912289393,,S,2,S2,0.395062999999936,0.3741,0.317251804388897
BG10732,18):,0,0.0665100000001075,0.7153,0.424208696472688,,,NA,,NA,NA,NA
BG10733,18):,0,1.89636299999984,0.0515,0.0684046524227857,,,NA,2,NA,NA,NA
BG10734,18):,0,2.77349000000004,0.0185,0.0326564632583418,C,,2,C2,2.74229300000025,0.0192,0.0512333830923392
BG10735,18):,0,2.03186899999946,0.0438,0.0614360472966229,,,NA,2,NA,NA,NA
BG10740,18):,0,0.728335999999672,0.2275,0.200009790521735,,,NA,,NA,NA,NA
BG10744,18):,0,19.1132650000000,0,0,C,S,2,CS2,0.657725999999457,0.2514,0.246199478031379
BG10746,18):,0,4.17123200000015,0.0039,0.0100637423496978,C,S,2,CS2,-0.330349000000297,1,0.517537696198933
BG10748,18):,0,1.18949699999939,0.123,0.128329440076512,,S,2,S2,1.83860400000049,0.0552,0.0907076916754904
BG10754,18):,0,0.490319,0.322,0.24689843294362,,,NA,2,NA,NA,NA
BG10756,18):,0,1.82381599999997,0.0561,0.073078848774432,,S,2,S2,0.130369999999971,0.6096,0.39886989164812
BG10757,18):,0,0.592710000000011,0.2763,0.225494938925228,,,NA,,NA,NA,NA
BG10759,18):,0,0.268234000000120,0.4639,0.318731853220371,,,NA,2,NA,NA,NA
BG10760,18):,0,0.788418999999976,0.2092,0.190101235071641,,,NA,2,NA,NA,NA
BG10761,18):,0,0.0236469999999827,0.8278,0.463291872617361,,,NA,,NA,NA,NA
BG10762,18):,0,0.0329510000001392,0.7974,0.450962579951756,,,NA,,NA,NA,NA
BG10763,18):,0,0.711526999999478,0.2329,0.203434554240405,,,NA,,NA,NA,NA
BG10765,18):,0,2.20025899999973,0.0359,0.0524215250555393,,S,2,S2,0.0643549999999777,0.7198,0.431666561139966
BG10766,18):,0,0.177604999999858,0.5512,0.356911804108892,,,NA,2,NA,NA,NA
BG10768,18):,0,2.85864100000026,0.0168,0.0303692364777387,C,S,2,CS2,0.0508289999997942,0.7498,0.442950961249618
BG10778,18):,0,2.10374899999988,0.0402,0.0573381802033738,,S,2,S2,1.85513899999933,0.0541,0.0907076916754904
BG10779,18):,0,3.26478299999962,0.0106,0.0218488314990468,C,S,cs2,CS2,3.42128000000048,0.0089,0.0300885708893587
BG10780,18):,0,19.3127860000000,0,0,C,S,2,CS2,0.40246900000011,0.3696,0.317251804388897
BG10781,18):,0,0.00171600000066974,0.9533,0.49691923817791,,,NA,,NA,NA,NA
BG10782,18):,0,0.53173599999991,0.3024,0.237332848466553,,S,2,S2,1.80070100000012,0.0577,0.0933971528235982
BG10783,18):,0,0.00862200000028679,0.8955,0.482735175018043,,,NA,2,NA,NA,NA
BG10784,18):,0,2.59259099999963,0.0228,0.038344668516491,C,,2,C2,0.0479240000004211,0.7569,0.444904410805737
BG10785,18):,0,0.396626000000651,0.3731,0.277035744044372,,,NA,,NA,NA,NA
BG10787,18):,0,0.114585999999917,0.6321,0.391344600188297,,,NA,,NA,NA,NA
BG10795,18):,0,1.12236499999972,0.1341,0.138204165284065,,,NA,,NA,NA,NA
BG10799,18):,0,0.0347499999998035,0.7921,0.450509543180085,,,NA,,NA,NA,NA
BG10804,18):,0,2.48948800000016,0.0257,0.0418679040700988,C,,2,C2,0.136034000000109,0.6019,0.397173684276328
BG10809,18):,0,0.601410999999871,0.2728,0.224099415897236,,,NA,,NA,NA,NA
BG10811,18):,0,7.59184299999833,1e-04,0.000512179583453927,C,S,cs2,CS2,4.23529899999994,0.0036,0.0171652830647489
BG10812,18):,0,0.76256900000044,0.2168,0.193880296923956,,S,cs2,S2,4.77439799999956,0.002,0.0123768589473958
BG10815,18):,0,0.891947999999957,0.1817,0.172049299739389,,,NA,,NA,NA,NA
BG10818,18):,0,0.859137999999803,0.1899,0.17587264633593,,,NA,,NA,NA,NA
BG10820,18):,0,0.0969490000006772,0.6597,0.402171352560878,,,NA,,NA,NA,NA
BG10821,18):,0,1.13919600000008,0.1312,0.135836614059548,,,NA,,NA,NA,NA
BG10822,18):,0,0.505560000000060,0.3146,0.242986871391305,,S,2,S2,0.594770000000153,0.2754,0.261770566737420
BG10829,18):,0,1.42038500000012,0.0919,0.103725343755641,,,NA,,NA,NA,NA
BG10830,18):,0,1.47638800000004,0.0857,0.0992194988288221,,,NA,2,NA,NA,NA
BG10848,18):,0,2.45021999999972,0.0268,0.0427331720383635,C,S,2,CS2,0.83298300000024,0.1968,0.208147262763331
BG10850,18):,0,0.0641000000005079,0.7203,0.42628935262443,,,NA,,NA,NA,NA
BG10855,18):,0,0.317528999999922,0.4255,0.301541703189447,,,NA,,NA,NA,NA
BG10856,18):,0,0.74376299999949,0.2226,0.19741804295605,,,NA,,NA,NA,NA
BG10867,18):,0,15.0833579999999,0,0,C,S,2,CS2,0.706113000000187,0.2347,0.234584009214481
BG10868,18):,0,5.55407699999978,9e-04,0.00313643992341889,C,S,2,CS2,0.271547999999711,0.4612,0.35401572100842
BG10871,18):,0,0.725248999999167,0.2284,0.200280153380490,,,NA,,NA,NA,NA
BG10872,18):,0,0.0076310000004014,0.9017,0.48459354223254,,,NA,,NA,NA,NA
BG10874,18):,0,0.0475930000002336,0.7577,0.440088987032314,,S,2,S2,2.27523900000051,0.0329,0.0706971603597413
BG10875,18):,0,2.3216680000005,0.0312,0.0471892706151376,C,,2,C2,0.0946970000004512,0.6634,0.413177715854401
BG10876,18):,0,0.147033999999621,0.5876,0.37301678373102,,,NA,,NA,NA,NA
BG10877,18):,0,0.00213600000006409,0.9479,0.494867518027714,,,NA,,NA,NA,NA
BG10878,18):,0,0.810805000000073,0.2029,0.185146706997771,,,NA,2,NA,NA,NA
BG10879,18):,0,4.00208100000054,0.0047,0.0115547714027206,C,S,cs2,CS2,3.03191100000004,0.0138,0.0409572995575556
BG10880,18):,0,0.000183000000106404,0.9847,0.507006413983357,,,NA,,NA,NA,NA
BG10894,18):,0,0.784676000000218,0.2103,0.190844300199297,,,NA,2,NA,NA,NA
BG10895,18):,0,7.21714200000042,1e-04,0.000512179583453927,C,S,2,CS2,0.852039000000332,0.1918,0.206369388591935
BG10896,18):,0,7.66125600000032,1e-04,0.000512179583453927,C,S,cs2,CS2,5.73010199999953,7e-04,0.00727140463159501
BG10898,18):,0,2.43589200000042,0.0273,0.0432245982888658,C,,2,C2,0.018195999999989,0.8487,0.474878656324936
BG10899,18):,0,0.178519000000051,0.5502,0.356911804108892,,,NA,2,NA,NA,NA
BG10905,18):,0,0.523723999999675,0.3061,0.238969035858806,,,NA,2,NA,NA,NA
BG10912,18):,0,6.75412200000028,2e-04,0.000883760849881286,C,S,2,CS2,0.729220000000169,0.2272,0.230252701365629
BG10914,18):,0,0.0477890000001935,0.7572,0.440088987032314,,,NA,,NA,NA,NA
BG10921,18):,0,7.10891199999969,2e-04,0.000883760849881286,C,S,2,CS2,1.21427700000095,0.1191,0.153959874066305
BG10932,18):,0,0.487512000000606,0.3234,0.247334070160045,,,NA,,NA,NA,NA
BG10937,18):,0,13.8521860000001,0,0,C,S,2,CS2,0.471607000000404,0.3315,0.293959833582164
BG10938,18):,0,2.48694599999999,0.0257,0.0418679040700988,C,S,2,CS2,0.193692999999712,0.5337,0.378609624573879
BG10939,18):,0,2.46405099999993,0.0264,0.0423953304612885,C,S,2,CS2,0.0156759999999849,0.8595,0.479355509928061
BG10943,18):,0,0.311842000000070,0.4297,0.302023205585131,,,NA,,NA,NA,NA
BG10944,18):,0,0.483663999999408,0.3253,0.248225580605849,,,NA,,NA,NA,NA
BG10945,18):,0,0.00453000000015891,0.9242,0.488912683691015,,,NA,,NA,NA,NA
BG10946,18):,0,1.8250850000004,0.0561,0.073078848774432,,S,2,S2,0.709208999999646,0.2337,0.234389967228104
BG10948,18):,0,0.894260000000031,0.1811,0.171962856437961,,,NA,2,NA,NA,NA
BG10950,18):,0,4.44559599999957,0.0029,0.00790573969944206,C,,2,C2,-2.21401700000024,1,0.517537696198933
BG10952,18):,0,3.89606400000048,0.0052,0.0125110343801699,C,S,2,CS2,1.37504699999954,0.0972,0.136784724862268
BG10953,18):,0,0.0302189999997609,0.8058,0.453607732737943,,,NA,2,NA,NA,NA
BG10954,18):,0,0.83086899999762,0.1974,0.181478135008854,,,NA,2,NA,NA,NA
BG10955,18):,0,18.0671179999999,0,0,C,S,2,CS2,0.0725510000002032,0.7033,0.427054603540774
BG10956,18):,0,2.52423199999976,0.0246,0.0404659256299657,C,S,2,CS2,0.113619000000199,0.6336,0.402382739961903
BG10957,18):,0,3.94448199999988,0.005,0.0122035568620791,C,S,cs2,CS2,3.56824200000028,0.0076,0.0272902099753689
BG10958,18):,0,1.95487400000002,0.048,0.0651689501255646,,,NA,2,NA,NA,NA
BG10963,18):,0,1.79844000000048,0.0579,0.0749901555636336,,,NA,2,NA,NA,NA
BG10965,18):,0,0.534302000000025,0.3013,0.237020035608132,,,NA,,NA,NA,NA
BG10966,18):,0,1.60299299999997,0.0734,0.0888558408780641,,S,2,S2,0.128650000000107,0.612,0.39886989164812
BG10967,18):,0,0.0793739999999161,0.6903,0.414472458014995,,,NA,,NA,NA,NA
BG10968,18):,0,2.98193499999979,0.0146,0.0274186803675669,C,S,cs2,CS2,5.1825130000002,0.0013,0.00969520617546002
BG10973,18):,0,0.387429000000338,0.3787,0.280120764655670,,,NA,2,NA,NA,NA
BG10976,18):,0,1.13134099999934,0.1325,0.136972796859468,,,NA,,NA,NA,NA
BG10979,18):,0,0.145381000000270,0.5897,0.373648206634368,,,NA,,NA,NA,NA
BG10980,18):,0,2.75476799999979,0.0189,0.0331032545285196,C,,2,C2,1.89410700000008,0.0516,0.0893221065987648
BG10982,18):,0,5.1374220000007,0.0013,0.00416540362657317,C,S,2,CS2,0.776537999999164,0.2127,0.221236353684699
BG10983,18):,0,1.82663299999967,0.056,0.073078848774432,,,NA,2,NA,NA,NA
BG10985,18):,0,7.73290400000042,1e-04,0.000512179583453927,C,S,cs2,CS2,6.58651499999996,3e-04,0.00513275621053766
BG10986,18):,0,1.00591399999939,0.1561,0.154066609532626,,,NA,,NA,NA,NA
BG10991,18):,0,0.668702999999823,0.2475,0.211007654368724,,,NA,2,NA,NA,NA
BG10992,18):,0,3.0020540000005,0.0143,0.0272335262458488,C,S,2,CS2,0.770477999999457,0.2145,0.221236353684699
BG11004,18):,0,1.92996399999993,0.0495,0.0662689385799596,,,NA,2,NA,NA,NA
BG11005,18):,0,0.295904999999948,0.4417,0.306909797590248,,,NA,2,NA,NA,NA
BG11007,18):,0,1.21441400000003,0.1191,0.125813713553061,,,NA,,NA,NA,NA
BG11008,18):,0,3.31863500000054,0.01,0.0209311780235041,C,,2,C2,0.482895000000099,0.3257,0.291745653720265
BG11009,18):,0,0.196470999999292,0.5308,0.347388526837112,,,NA,2,NA,NA,NA
BG11010,18):,0,0.361984999999549,0.3948,0.287460102059072,,,NA,,NA,NA,NA
BG11011,18):,0,6.7544969999999,2e-04,0.000883760849881286,C,,2,C2,0.00147199999992154,0.9567,0.517537696198933
BG11023,18):,0,2.52934699999969,0.0245,0.0403997261680488,C,,2,C2,0.641188000001421,0.2575,0.250486514064979
BG11024,18):,0,0.862284999999929,0.1891,0.175705738860052,,S,2,S2,0.0444919999999911,0.7655,0.447988752151789
BG11027,18):,0,3.0195819999999,0.014,0.0268132541139619,C,,2,C2,0.128728000000137,0.6119,0.39886989164812
BG11038,18):,0,0.509554999999636,0.3127,0.242164139272367,,,NA,2,NA,NA,NA
BG11041,18):,0,0.00259899999991831,0.9425,0.493190882178816,,,NA,,NA,NA,NA
BG11042,18):,0,0.0780220000000327,0.6928,0.415604419121812,,,NA,,NA,NA,NA
BG11052,18):,0,0.0818589999998949,0.6858,0.41287056188706,,,NA,,NA,NA,NA
BG11053,18):,0,0.0225829999999405,0.8317,0.464705192245779,,,NA,,NA,NA,NA
BG11054,18):,0,5.73124800000005,7e-04,0.00257203225604037,C,,2,C2,0.0190649999995003,0.8452,0.474578470627344
BG11055,18):,0,0.000310999999783235,0.9801,0.506592596988544,,,NA,,NA,NA,NA
BG11056,18):,0,0.0388600000001134,0.7804,0.447356746410416,,,NA,,NA,NA,NA
BG11067,18):,0,0.00876299999981711,0.8947,0.482735175018043,,,NA,,NA,NA,NA
BG11077,18):,0,1.59990499999913,0.0736,0.0888558408780641,,S,cs2,S2,5.2901550000006,0.0011,0.00914119439400516
BG11079,18):,0,2.9397469999999,0.0153,0.0282622373427200,C,S,2,CS2,0.164627999999993,0.5661,0.387420438771382
BG11085,18):,0,3.94750899999963,0.005,0.0122035568620791,C,S,2,CS2,2.258151,0.0336,0.0707261803015573
BG11086,18):,0,1.77046300000075,0.0599,0.0759793908152628,,S,2,S2,1.08113999999932,0.1414,0.174267222865684
BG11087,18):,0,0.770221000000674,0.2146,0.192933690111916,,,NA,,NA,NA,NA
BG11088,18):,0,2.90411399999994,0.016,0.0293149940448426,C,S,2,CS2,0.121032999999443,0.6227,0.400649579701129
BG11089,18):,0,0.0689290000000256,0.7104,0.422414368015025,,,NA,,NA,NA,NA
BG11096,18):,0,0.352618999999322,0.401,0.290887228662910,,,NA,2,NA,NA,NA
BG11097,18):,0,0.313351999999895,0.4286,0.302023205585131,,,NA,,NA,NA,NA
BG11103,18):,0,34.7952290000012,0,0,C,S,2,CS2,0.00391599999966274,0.9295,0.504385866049818
BG11117,18):,0,1.00320499999907,0.1566,0.154110139817945,,,NA,,NA,NA,NA
BG11144,18):,0,1.23403099999996,0.1162,0.123522253503926,,,NA,2,NA,NA,NA
BG11172,18):,0,0.589426000000003,0.2776,0.226119264005047,,,NA,,NA,NA,NA
BG11185,18):,0,0.0674760000001697,0.7134,0.423825454818595,,,NA,,NA,NA,NA
BG11186,18):,0,0.135591000000204,0.6025,0.379875911967355,,,NA,,NA,NA,NA
BG11187,18):,0,0.0123100000000704,0.8753,0.478332704551235,,,NA,2,NA,NA,NA
BG11189,18):,0,0.287152000000788,0.4486,0.310746070390789,,,NA,,NA,NA,NA
BG11200,18):,0,8.17395300000044,1e-04,0.000512179583453927,C,S,2,CS2,0.682141999999658,0.2428,0.240203679530785
BG11206,18):,0,0.93719400000009,0.171,0.16454734464045,,,NA,2,NA,NA,NA
BG11207,18):,0,0.0743809999994482,0.6997,0.418773939807339,,,NA,,NA,NA,NA
BG11208,18):,0,0.874539999998888,0.186,0.173928535725599,,,NA,2,NA,NA,NA
BG11210,18):,0,0.00992200000018784,0.888,0.481440593858344,,,NA,2,NA,NA,NA
BG11211,18):,0,0.00391300000001138,0.9295,0.490445007848757,,,NA,,NA,NA,NA
BG11212,18):,0,8.42682700000023,0,0,C,S,2,CS2,1.44527300000027,0.0891,0.127661507916279
BG11213,18):,0,1.11400400000002,0.1355,0.139434460116544,,,NA,2,NA,NA,NA
BG11214,18):,0,0.0381229999993593,0.7825,0.447951136113091,,,NA,,NA,NA,NA
BG11217,18):,0,0.0138839999999618,0.8677,0.476379352131629,,,NA,2,NA,NA,NA
BG11218,18):,0,1.83492700000033,0.0554,0.0728690050171571,,,NA,,NA,NA,NA
BG11219,18):,0,0.222287999999935,0.5049,0.337570882851221,,,NA,,NA,NA,NA
BG11220,18):,0,0.00409300000001167,0.9279,0.490103042845864,,,NA,2,NA,NA,NA
BG11221,18):,0,0.00214200000004894,0.9478,0.494867518027714,,,NA,,NA,NA,NA
BG11227,18):,0,11.7355200000002,0,0,C,S,2,CS2,0.0619209999995292,0.7249,0.433006185643752
BG11231,18):,0,1.83098999999947,0.0557,0.073078848774432,,S,cs2,S2,3.39430399999947,0.0092,0.0304076920957610
BG11234,18):,0,0.677357000000484,0.2445,0.209506766494196,,S,cs2,S2,6.31385200000113,4e-04,0.00581712370527601
BG11236,18):,0,1.19847899999968,0.1216,0.127656784626330,,,NA,,NA,NA,NA
BG11238,18):,0,4.51387200000045,0.0027,0.00751196722399093,C,S,2,CS2,0.0255809999998746,0.8211,0.466841153390341
BG11240,18):,0,2.23592399999961,0.0345,0.0508162488681739,,,NA,2,NA,NA,NA
BG11244,18):,0,0.499211000000287,0.3177,0.244356858743541,,,NA,,NA,NA,NA
BG11245,18):,0,0.809451999999965,0.2032,0.185146706997771,,,NA,,NA,NA,NA
BG11246,18):,0,1.05826000000161,0.1457,0.146583967571716,,,NA,,NA,NA,NA
BG11247,18):,0,0.163549999999304,0.5674,0.363607695033479,,,NA,,NA,NA,NA
BG11248,18):,0,0.0150149999999485,0.8624,0.476061746964695,,,NA,,NA,NA,NA
BG11249,18):,0,1.04623900000001,0.148,0.148556396333197,,,NA,,NA,NA,NA
BG11251,18):,0,0.0732849999999416,0.7018,0.418773939807339,,,NA,,NA,NA,NA
BG11252,18):,0,3.89816699999983,0.0052,0.0125110343801699,C,S,2,CS2,0.00502000000005864,0.9202,0.500272638653737
BG11306,18):,0,0.773619000001418,0.2135,0.192200333167757,,,NA,,NA,NA,NA
BG11310,18):,0,0.0845680000002176,0.6809,0.411074145752453,,S,cs2,S2,9.72799699999996,0,0
BG11311,18):,0,9.75434999999925,0,0,C,S,2,CS2,0.0657150000006368,0.717,0.43087579511187
BG11314,18):,0,7.30119699999977,1e-04,0.000512179583453927,C,S,2,CS2,0.0754240000001118,0.6977,0.425430525070343
